"fips","MSA","year","population"
"29227",NA,2000,2382
"29229","RURAL",2000,17955
"29229","RURAL",2010,18815
"29510","SAINT LOUIS, MO",2010,319294
"29510","SAINT LOUIS, MO",2000,348189
"30001","RURAL",2010,9246
"30001","RURAL",2000,9202
"30003","RURAL",2010,12865
"30003","RURAL",2000,12671
"30005","RURAL",2000,7009
"30005","RURAL",2010,6491
"30007","RURAL",2000,4385
"30007","RURAL",2010,5612
"30009","RURAL",2000,9552
"30009","RURAL",2010,10078
"30011","RURAL",2010,1160
"30011","RURAL",2000,1360
"30013","GREAT FALLS, MT",2000,80357
"30013","GREAT FALLS, MT",2010,81327
"30015","RURAL",2010,5813
"30015","RURAL",2000,5970
"30017","RURAL",2000,11696
"30017","RURAL",2010,11699
"30019","RURAL",2000,2017
"30019","RURAL",2010,1751
"30021","RURAL",2010,8966
"30021","RURAL",2000,9059
"30023","RURAL",2010,9298
"30023","RURAL",2000,9417
"30025","RURAL",2010,2890
"30025","RURAL",2000,2837
"30027","RURAL",2010,11586
"30027","RURAL",2000,11893
"30029","RURAL",2010,90928
"30029","RURAL",2000,74471
"30031","RURAL",2010,89513
"30031","RURAL",2000,67831
"30033","RURAL",2010,1206
"30033","RURAL",2000,1279
"30035","RURAL",2010,13399
"30035","RURAL",2000,13247
"30037",NA,2010,884
"30037",NA,2000,1042
"30039","RURAL",2010,3079
"30039","RURAL",2000,2830
"30041","RURAL",2000,16673
"30041","RURAL",2010,16096
"30043","RURAL",2010,11406
"30043","RURAL",2000,10049
"30045","RURAL",2000,2329
"30045","RURAL",2010,2072
"30047","RURAL",2010,28746
"30047","RURAL",2000,26507
"30049","RURAL",2000,55716
"30049","RURAL",2010,63395
"30051","RURAL",2010,2339
"30051","RURAL",2000,2158
"30053","RURAL",2010,19687
"30053","RURAL",2000,18837
"30055","RURAL",2010,1734
"30055","RURAL",2000,1977
"30057","RURAL",2000,6851
"30057","RURAL",2010,7691
"30059","RURAL",2000,1932
"30059","RURAL",2010,1891
"30061","RURAL",2000,3884
"30061","RURAL",2010,4223
"30063","RURAL",2000,95802
"30063","RURAL",2010,109299
"30065","RURAL",2010,4538
"30065","RURAL",2000,4497
"30067","RURAL",2010,15636
"30067","RURAL",2000,15694
"30069",NA,2000,493
"30069",NA,2010,494
"30071","RURAL",2010,4253
"30071","RURAL",2000,4601
"30073","RURAL",2010,6153
"30073","RURAL",2000,6424
"30075","RURAL",2000,1858
"30075","RURAL",2010,1743
"30077","RURAL",2010,7027
"30077","RURAL",2000,7180
"30079","RURAL",2000,1199
"30079","RURAL",2010,1179
"30081","RURAL",2010,40212
"30081","RURAL",2000,36070
"30083","RURAL",2000,9667
"30083","RURAL",2010,9746
"30085","RURAL",2010,10425
"30085","RURAL",2000,10620
"30087","RURAL",2010,9233
"30087","RURAL",2000,9383
"30089","RURAL",2000,10227
"30089","RURAL",2010,11413
"30091","RURAL",2010,3384
"30091","RURAL",2000,4105
"30093","RURAL",2010,34200
"30093","RURAL",2000,34606
"30095","RURAL",2010,9117
"30095","RURAL",2000,8195
"30097","RURAL",2010,3651
"30097","RURAL",2000,3609
"30099","RURAL",2010,6073
"30099","RURAL",2000,6445
"30101","RURAL",2000,5267
"30101","RURAL",2010,5324
"30103",NA,2000,861
"30103",NA,2010,718
"30105","RURAL",2010,7369
"30105","RURAL",2000,7675
"30107","RURAL",2000,2259
"30107","RURAL",2010,2168
"30109",NA,2000,1068
"30109",NA,2010,1017
"30111","BILLINGS, MT",2000,129352
"30111","BILLINGS, MT",2010,147972
"31001","RURAL",2010,31364
"31001","RURAL",2000,31151
"31003","RURAL",2010,6685
"31003","RURAL",2000,7452
"31005",NA,2010,460
"31005",NA,2000,444
"31007",NA,2010,690
"31007",NA,2000,819
"31009",NA,2010,478
"31009",NA,2000,583
"31011","RURAL",2010,5505
"31011","RURAL",2000,6259
"31013","RURAL",2000,12158
"31013","RURAL",2010,11308
"31015","RURAL",2010,2099
"31015","RURAL",2000,2438
"31017","RURAL",2000,3525
"31017","RURAL",2010,3145
"31019","RURAL",2010,46102
"31019","RURAL",2000,42259
"31021","RURAL",2000,7791
"31021","RURAL",2010,6858
"31023","RURAL",2000,8767
"31023","RURAL",2010,8395
"31025","OMAHA, NE",2000,24334
"31025","OMAHA, NE",2010,25241
"31027","RURAL",2000,9615
"31027","RURAL",2010,8852
"31029","RURAL",2000,4068
"31029","RURAL",2010,3966
"31031","RURAL",2010,5713
"31031","RURAL",2000,6148
"31033","RURAL",2010,9998
"31033","RURAL",2000,9830
"31035","RURAL",2000,7039
"31035","RURAL",2010,6542
"31037","RURAL",2000,10441
"31037","RURAL",2010,10515
"31039","RURAL",2010,9139
"31039","RURAL",2000,10203
"31041","RURAL",2000,11793
"31041","RURAL",2010,10939
"31043","SIOUX CITY, IA",2010,21006
"31043","SIOUX CITY, IA",2000,20253
"31045","RURAL",2000,9060
"31045","RURAL",2010,9182
"31047","RURAL",2010,24326
"31047","RURAL",2000,24365
"31049","RURAL",2000,2098
"31049","RURAL",2010,1941
"31051","RURAL",2010,6000
"31051","RURAL",2000,6339
"31053","RURAL",2000,36160
"31053","RURAL",2010,36691
"31055","OMAHA, NE",2010,517110
"31055","OMAHA, NE",2000,463585
"31057","RURAL",2000,2292
"31057","RURAL",2010,2008
"31059","RURAL",2000,6634
"31059","RURAL",2010,5890
"31061","RURAL",2000,3574
"31061","RURAL",2010,3225
"31063","RURAL",2000,3099
"31063","RURAL",2010,2756
"31065","RURAL",2000,5324
"31065","RURAL",2010,4959
"31067","RURAL",2000,22993
"31067","RURAL",2010,22311
"31069","RURAL",2010,2057
"31069","RURAL",2000,2292
"31071","RURAL",2000,1902
"31071","RURAL",2010,2049
"31073","RURAL",2000,2143
"31073","RURAL",2010,2044
"31075","RURAL",2010,614
"31075","RURAL",2000,747
"31077","RURAL",2000,2714
"31077","RURAL",2010,2538
"31079","RURAL",2010,58607
"31079","RURAL",2000,53534
"31081","RURAL",2010,9124
"31081","RURAL",2000,9403
"31083","RURAL",2010,3423
"31083","RURAL",2000,3786
"31085","RURAL",2010,967
"31085","RURAL",2000,1068
"31087","RURAL",2000,3111
"31087","RURAL",2010,2908
"31089","RURAL",2010,10435
"31089","RURAL",2000,11551
"31091","RURAL",2010,736
"31091","RURAL",2000,783
"31093","RURAL",2010,6274
"31093","RURAL",2000,6567
"31095","RURAL",2010,7547
"31095","RURAL",2000,8333
"31097","RURAL",2000,4488
"31097","RURAL",2010,5217
"31099","RURAL",2000,6882
"31099","RURAL",2010,6489
"31101","RURAL",2000,8875
"31101","RURAL",2010,8368
"31103",NA,2000,983
"31103",NA,2010,824
"31105","RURAL",2000,4089
"31105","RURAL",2010,3821
"31107","RURAL",2010,8701
"31107","RURAL",2000,9374
"31109","LINCOLN, NE",2000,250291
"31109","LINCOLN, NE",2010,285407
"31111","RURAL",2010,36288
"31111","RURAL",2000,34632
"31113","RURAL",2000,774
"31113","RURAL",2010,763
"31115",NA,2000,712
"31115",NA,2010,632
"31117","RURAL",2010,539
"31117","RURAL",2000,533
"31119","RURAL",2000,35226
"31119","RURAL",2010,34876
"31121","RURAL",2000,8204
"31121","RURAL",2010,7845
"31123","RURAL",2010,5042
"31123","RURAL",2000,5440
"31125","RURAL",2000,4038
"31125","RURAL",2010,3735
"31127","RURAL",2000,7576
"31127","RURAL",2010,7248
"31129","RURAL",2010,4500
"31129","RURAL",2000,5057
"31131","RURAL",2010,15740
"31131","RURAL",2000,15396
"31133","RURAL",2010,2773
"31133","RURAL",2000,3087
"31135","RURAL",2000,3200
"31135","RURAL",2010,2970
"31137","RURAL",2010,9188
"31137","RURAL",2000,9747
"31139","RURAL",2010,7266
"31139","RURAL",2000,7857
"31141","RURAL",2000,31662
"31141","RURAL",2010,32237
"31143","RURAL",2000,5639
"31143","RURAL",2010,5406
"31145","RURAL",2010,11055
"31145","RURAL",2000,11448
"31147","RURAL",2010,8363
"31147","RURAL",2000,9531
"31149","RURAL",2000,1756
"31149","RURAL",2010,1526
"31151","RURAL",2010,14200
"31151","RURAL",2000,13843
"31153","OMAHA, NE",2010,158840
"31153","OMAHA, NE",2000,122595
"31155","RURAL",2010,20780
"31155","RURAL",2000,19830
"31157","RURAL",2010,36970
"31157","RURAL",2000,36951
"31159","RURAL",2000,16496
"31159","RURAL",2010,16750
"31161","RURAL",2010,5469
"31161","RURAL",2000,6198
"31163","RURAL",2000,3318
"31163","RURAL",2010,3152
"31165","RURAL",2000,1475
"31165","RURAL",2010,1311
"31167","RURAL",2000,6455
"31167","RURAL",2010,6129
"31169","RURAL",2000,6055
"31169","RURAL",2010,5228
"31171","RURAL",2000,729
"31171","RURAL",2010,647
"31173","RURAL",2010,6940
"31173","RURAL",2000,7171
"31175","RURAL",2010,4260
"31175","RURAL",2000,4647
"31177","OMAHA, NE",2000,18780
"31177","OMAHA, NE",2010,20234
"31179","RURAL",2000,9851
"31179","RURAL",2010,9595
"31181","RURAL",2000,4061
"31181","RURAL",2010,3812
"31183","RURAL",2000,886
"31183","RURAL",2010,818
"31185","RURAL",2000,14598
"31185","RURAL",2010,13665
"32001","RURAL",2010,24877
"32001","RURAL",2000,23982
"32003","LAS VEGAS, NV",2010,1951269
"32003","LAS VEGAS, NV",2000,1375765
"32005","RURAL",2010,46997
"32005","RURAL",2000,41259
"32007","RURAL",2000,45291
"32007","RURAL",2010,48818
"32009","RURAL",2000,971
"32009","RURAL",2010,783
"32011",NA,2000,1651
"32011",NA,2010,1987
"32013","RURAL",2000,16106
"32013","RURAL",2010,16528
"32015","RURAL",2010,5775
"32015","RURAL",2000,5794
"32017","RURAL",2000,4165
"32017","RURAL",2010,5345
"32019","RURAL",2010,51980
"32019","RURAL",2000,34501
"32021","RURAL",2010,4772
"32021","RURAL",2000,5071
"32023","LAS VEGAS, NV",2010,43946
"32023","LAS VEGAS, NV",2000,32485
"32027","RURAL",2000,6693
"32027","RURAL",2010,6753
"32029","RURAL",2010,4010
"32029","RURAL",2000,3399
"32031","RENO, NV",2010,421407
"32031","RENO, NV",2000,339486
"32033","RURAL",2010,10030
"32033","RURAL",2000,9181
"32510","RURAL",2010,55274
"32510","RURAL",2000,52457
"33001","RURAL",2000,56325
"33001","RURAL",2010,60088
"33003","RURAL",2010,47818
"33003","RURAL",2000,43666
"33005","RURAL",2010,77117
"33005","RURAL",2000,73825
"33007","RURAL",2010,33055
"33007","RURAL",2000,33111
"33009","RURAL",2000,81743
"33009","RURAL",2010,89118
"33011","BOSTON, MA",2010,400721
"33011","BOSTON, MA",2000,380841
"33013","RURAL",2010,146445
"33013","RURAL",2000,136225
"33015","BOSTON, MA",2010,295223
"33015","BOSTON, MA",2000,277359
"33017","BOSTON, MA",2010,123143
"33017","BOSTON, MA",2000,112233
"33019","RURAL",2010,43742
"33019","RURAL",2000,40458
"34001","PHILADELPHIA, PA",2000,252552
"34001","PHILADELPHIA, PA",2010,274549
"34003","NEW YORK, NY",2010,905116
"34003","NEW YORK, NY",2000,884118
"34005","PHILADELPHIA, PA",2010,448734
"34005","PHILADELPHIA, PA",2000,423394
"34007","PHILADELPHIA, PA",2010,513657
"34007","PHILADELPHIA, PA",2000,508932
"34009","PHILADELPHIA, PA",2000,102326
"34009","PHILADELPHIA, PA",2010,97265
"34011","PHILADELPHIA, PA",2010,156898
"34011","PHILADELPHIA, PA",2000,146438
"34013","NEW YORK, NY",2010,783969
"34013","NEW YORK, NY",2000,793633
"34015","PHILADELPHIA, PA",2010,288288
"34015","PHILADELPHIA, PA",2000,254673
"34017","NEW YORK, NY",2010,634266
"34017","NEW YORK, NY",2000,608975
"34019","NEW YORK, NY",2000,121989
"34019","NEW YORK, NY",2010,128349
"34021","NEW YORK, NY",2010,366513
"34021","NEW YORK, NY",2000,350761
"34023","NEW YORK, NY",2010,809858
"34023","NEW YORK, NY",2000,750162
"34025","NEW YORK, NY",2010,630380
"34025","NEW YORK, NY",2000,615301
"34027","NEW YORK, NY",2000,470212
"34027","NEW YORK, NY",2010,492276
"34029","NEW YORK, NY",2010,576567
"34029","NEW YORK, NY",2000,510916
"34031","NEW YORK, NY",2000,489049
"34031","NEW YORK, NY",2010,501226
"34033","PHILADELPHIA, PA",2010,66083
"34033","PHILADELPHIA, PA",2000,64285
"34035","NEW YORK, NY",2010,323444
"34035","NEW YORK, NY",2000,297490
"34037","NEW YORK, NY",2010,149265
"34037","NEW YORK, NY",2000,144166
"34039","NEW YORK, NY",2000,522541
"34039","NEW YORK, NY",2010,536499
"34041","NEW YORK, NY",2010,108692
"34041","NEW YORK, NY",2000,102437
"35001","ALBUQUERQUE, NM",2010,662564
"35001","ALBUQUERQUE, NM",2000,556678
"35003","RURAL",2010,3725
"35003","RURAL",2000,3543
"35005","RURAL",2010,65645
"35005","RURAL",2000,61382
"35006","RURAL",2010,27213
"35006","RURAL",2000,25595
"35007","RURAL",2000,14189
"35007","RURAL",2010,13750
"35009","RURAL",2010,48376
"35009","RURAL",2000,45044
"35011","RURAL",2010,2022
"35011","RURAL",2000,2240
"35013","LAS CRUCES, NM",2010,209233
"35013","LAS CRUCES, NM",2000,174682
"35015","RURAL",2010,53829
"35015","RURAL",2000,51658
"35017","RURAL",2000,31002
"35017","RURAL",2010,29514
"35019","RURAL",2010,4687
"35019","RURAL",2000,4680
"35021",NA,2000,810
"35021",NA,2010,695
"35023","RURAL",2010,4894
"35023","RURAL",2000,5932
"35025","RURAL",2010,64727
"35025","RURAL",2000,55511
"35027","RURAL",2010,20497
"35027","RURAL",2000,19411
"35028","SANTA FE, NM",2010,17950
"35028","SANTA FE, NM",2000,18343
"35029","RURAL",2000,25016
"35029","RURAL",2010,25095
"35031","RURAL",2010,71492
"35031","RURAL",2000,74798
"35033","RURAL",2010,4881
"35033","RURAL",2000,5180
"35035","RURAL",2010,63797
"35035","RURAL",2000,62298
"35037","RURAL",2010,9041
"35037","RURAL",2000,10155
"35039","RURAL",2000,41190
"35039","RURAL",2010,40246
"35041","RURAL",2000,18018
"35041","RURAL",2010,19846
"35043","ALBUQUERQUE, NM",2010,131561
"35043","ALBUQUERQUE, NM",2000,89908
"35045","RURAL",2010,130044
"35045","RURAL",2000,113801
"35047","RURAL",2010,29393
"35047","RURAL",2000,30126
"35049","SANTA FE, NM",2000,129292
"35049","SANTA FE, NM",2010,144170
"35051","RURAL",2010,11988
"35051","RURAL",2000,13270
"35053","RURAL",2000,18078
"35053","RURAL",2010,17866
"35055","RURAL",2000,29979
"35055","RURAL",2010,32937
"35057","RURAL",2010,16383
"35057","RURAL",2000,16911
"35059","RURAL",2000,4174
"35059","RURAL",2010,4549
"35061","ALBUQUERQUE, NM",2000,66152
"35061","ALBUQUERQUE, NM",2010,76569
"36001","ALBANY, NY",2010,304204
"36001","ALBANY, NY",2000,294565
"36003","RURAL",2000,49927
"36003","RURAL",2010,48946
"36005","NEW YORK, NY",2000,1332650
"36005","NEW YORK, NY",2010,1385108
"36007","BINGHAMTON, NY",2010,200600
"36007","BINGHAMTON, NY",2000,200536
"36009","RURAL",2010,80317
"36009","RURAL",2000,83955
"36011","SYRACUSE, NY",2000,81963
"36011","SYRACUSE, NY",2010,80026
"36013","JAMESTOWN, NY",2010,134905
"36013","JAMESTOWN, NY",2000,139750
"36015","ELMIRA, NY",2000,91070
"36015","ELMIRA, NY",2010,88830
"36017","RURAL",2000,51401
"36017","RURAL",2010,50477
"36019","RURAL",2010,82128
"36019","RURAL",2000,79894
"36021","RURAL",2010,63096
"36021","RURAL",2000,63094
"36023","RURAL",2010,49336
"36023","RURAL",2000,48599
"36025","RURAL",2010,47980
"36025","RURAL",2000,48055
"36027","NEW YORK, NY",2000,280150
"36027","NEW YORK, NY",2010,297488
"36029","BUFFALO, NY",2000,950265
"36029","BUFFALO, NY",2010,919040
"36031","RURAL",2010,39370
"36031","RURAL",2000,38851
"36033","RURAL",2010,51599
"36033","RURAL",2000,51134
"36035","RURAL",2010,55531
"36035","RURAL",2000,55073
"36037","ROCHESTER, NY",2000,60370
"36037","ROCHESTER, NY",2010,60079
"36039","RURAL",2000,48195
"36039","RURAL",2010,49221
"36041","RURAL",2010,4836
"36041","RURAL",2000,5379
"36043","UTICA, NY",2010,64519
"36043","UTICA, NY",2000,64427
"36045","RURAL",2010,116229
"36045","RURAL",2000,111738
"36047","NEW YORK, NY",2010,2504700
"36047","NEW YORK, NY",2000,2465326
"36049","RURAL",2010,27087
"36049","RURAL",2000,26944
"36051","ROCHESTER, NY",2010,65393
"36051","ROCHESTER, NY",2000,64328
"36053","SYRACUSE, NY",2010,73442
"36053","SYRACUSE, NY",2000,69441
"36055","ROCHESTER, NY",2010,744344
"36055","ROCHESTER, NY",2000,735343
"36057","ALBANY, NY",2000,49708
"36057","ALBANY, NY",2010,50219
"36059","NEW YORK, NY",2010,1339532
"36059","NEW YORK, NY",2000,1334544
"36061","NEW YORK, NY",2010,1585873
"36061","NEW YORK, NY",2000,1537195
"36063","BUFFALO, NY",2010,216469
"36063","BUFFALO, NY",2000,219846
"36065","UTICA, NY",2000,235469
"36065","UTICA, NY",2010,234878
"36067","SYRACUSE, NY",2000,458336
"36067","SYRACUSE, NY",2010,467026
"36069","ROCHESTER, NY",2010,107931
"36069","ROCHESTER, NY",2000,100224
"36071","NEW YORK, NY",2010,372813
"36071","NEW YORK, NY",2000,341367
"36073","ROCHESTER, NY",2000,44171
"36073","ROCHESTER, NY",2010,42883
"36075","SYRACUSE, NY",2000,122377
"36075","SYRACUSE, NY",2010,122109
"36077","RURAL",2010,62259
"36077","RURAL",2000,61676
"36079","NEW YORK, NY",2010,99710
"36079","NEW YORK, NY",2000,95745
"36081","NEW YORK, NY",2010,2230722
"36081","NEW YORK, NY",2000,2229379
"36083","ALBANY, NY",2010,159429
"36083","ALBANY, NY",2000,152538
"36085","NEW YORK, NY",2010,468730
"36085","NEW YORK, NY",2000,443728
"36087","NEW YORK, NY",2010,311687
"36087","NEW YORK, NY",2000,286753
"36089","RURAL",2010,111944
"36089","RURAL",2000,111931
"36091","ALBANY, NY",2010,219607
"36091","ALBANY, NY",2000,200635
"36093","ALBANY, NY",2000,146555
"36093","ALBANY, NY",2010,154727
"36095","ALBANY, NY",2010,32749
"36095","ALBANY, NY",2000,31582
"36097","RURAL",2010,18343
"36097","RURAL",2000,19224
"36099","RURAL",2000,33342
"36099","RURAL",2010,35251
"36101","RURAL",2010,98990
"36101","RURAL",2000,98726
"36103","NEW YORK, NY",2000,1419369
"36103","NEW YORK, NY",2010,1493350
"36105","RURAL",2010,77547
"36105","RURAL",2000,73966
"36107","BINGHAMTON, NY",2010,51125
"36107","BINGHAMTON, NY",2000,51784
"36109","RURAL",2010,101564
"36109","RURAL",2000,96501
"36111","RURAL",2010,182493
"36111","RURAL",2000,177749
"36113","GLENS FALLS, NY",2000,63303
"36113","GLENS FALLS, NY",2010,65707
"36115","GLENS FALLS, NY",2010,63216
"36115","GLENS FALLS, NY",2000,61042
"36117","ROCHESTER, NY",2000,93765
"36117","ROCHESTER, NY",2010,93772
"36119","NEW YORK, NY",2010,949113
"36119","NEW YORK, NY",2000,923459
"36121","RURAL",2000,43424
"36121","RURAL",2010,42155
"36123","RURAL",2010,25348
"36123","RURAL",2000,24621
"37001","GREENSBORO, NC",2000,130800
"37001","GREENSBORO, NC",2010,151131
"37003","HICKORY, NC",2010,37198
"37003","HICKORY, NC",2000,33603
"37005","RURAL",2010,11155
"37005","RURAL",2000,10677
"37007","RURAL",2010,26948
"37007","RURAL",2000,25275
"37009","RURAL",2000,24384
"37009","RURAL",2010,27281
"37011","RURAL",2010,17797
"37011","RURAL",2000,17167
"37013","RURAL",2010,47759
"37013","RURAL",2000,44958
"37015","RURAL",2010,21282
"37015","RURAL",2000,19773
"37017","RURAL",2000,32278
"37017","RURAL",2010,35190
"37019","WILMINGTON, NC",2010,107431
"37019","WILMINGTON, NC",2000,73143
"37021","ASHEVILLE, NC",2010,238318
"37021","ASHEVILLE, NC",2000,206330
"37023","HICKORY, NC",2010,90912
"37023","HICKORY, NC",2000,89148
"37025","CHARLOTTE, NC",2000,131063
"37025","CHARLOTTE, NC",2010,178011
"37027","HICKORY, NC",2000,77415
"37027","HICKORY, NC",2010,83029
"37029","RURAL",2000,6885
"37029","RURAL",2010,9980
"37031","RURAL",2010,66469
"37031","RURAL",2000,59383
"37033","RURAL",2010,23719
"37033","RURAL",2000,23501
"37035","HICKORY, NC",2000,141685
"37035","HICKORY, NC",2010,154358
"37037","RALEIGH, NC",2010,63505
"37037","RALEIGH, NC",2000,49329
"37039","RURAL",2010,27444
"37039","RURAL",2000,24298
"37041","RURAL",2010,14793
"37041","RURAL",2000,14526
"37043","RURAL",2000,8775
"37043","RURAL",2010,10587
"37045","RURAL",2010,98078
"37045","RURAL",2000,96287
"37047","RURAL",2010,58098
"37047","RURAL",2000,54749
"37049","RURAL",2010,103505
"37049","RURAL",2000,91436
"37051","FAYETTEVILLE, NC",2010,319431
"37051","FAYETTEVILLE, NC",2000,302963
"37053","VIRGINIA BCH, VA",2000,18190
"37053","VIRGINIA BCH, VA",2010,23547
"37055","RURAL",2010,33920
"37055","RURAL",2000,29967
"37057","GREENSBORO, NC",2000,147246
"37057","GREENSBORO, NC",2010,162878
"37059","GREENSBORO, NC",2000,34835
"37059","GREENSBORO, NC",2010,41240
"37061","RURAL",2000,49063
"37061","RURAL",2010,58505
"37063","RALEIGH, NC",2000,223314
"37063","RALEIGH, NC",2010,267587
"37065","ROCKY MOUNT, NC",2000,55606
"37065","ROCKY MOUNT, NC",2010,56552
"37067","GREENSBORO, NC",2000,306067
"37067","GREENSBORO, NC",2010,350670
"37069","RALEIGH, NC",2000,47260
"37069","RALEIGH, NC",2010,60619
"37071","CHARLOTTE, NC",2010,206086
"37071","CHARLOTTE, NC",2000,190365
"37073","RURAL",2000,10516
"37073","RURAL",2010,12197
"37075","RURAL",2000,7993
"37075","RURAL",2010,8861
"37077","RURAL",2000,48498
"37077","RURAL",2010,59916
"37079","RURAL",2000,18974
"37079","RURAL",2010,21362
"37081","GREENSBORO, NC",2000,421048
"37081","GREENSBORO, NC",2010,488406
"37083","RURAL",2010,54691
"37083","RURAL",2000,57370
"37085","RURAL",2010,114678
"37085","RURAL",2000,91025
"37087","RURAL",2010,59036
"37087","RURAL",2000,54033
"37089","RURAL",2010,106740
"37089","RURAL",2000,89173
"37091","RURAL",2000,22601
"37091","RURAL",2010,24669
"37093","RURAL",2010,46952
"37093","RURAL",2000,33646
"37095","RURAL",2010,5810
"37095","RURAL",2000,5826
"37097","RURAL",2010,159437
"37097","RURAL",2000,122660
"37099","RURAL",2010,40271
"37099","RURAL",2000,33121
"37101","RALEIGH, NC",2000,121965
"37101","RALEIGH, NC",2010,168878
"37103","RURAL",2010,10153
"37103","RURAL",2000,10381
"37105","RURAL",2010,57866
"37105","RURAL",2000,49040
"37107","RURAL",2010,59495
"37107","RURAL",2000,59648
"37109","CHARLOTTE, NC",2010,78265
"37109","CHARLOTTE, NC",2000,63780
"37111","RURAL",2000,42151
"37111","RURAL",2010,44996
"37113","RURAL",2010,33922
"37113","RURAL",2000,29811
"37115","ASHEVILLE, NC",2000,19635
"37115","ASHEVILLE, NC",2010,20764
"37117","RURAL",2000,25593
"37117","RURAL",2010,24505
"37119","CHARLOTTE, NC",2000,695454
"37119","CHARLOTTE, NC",2010,919628
"37121","RURAL",2000,15687
"37121","RURAL",2010,15579
"37123","RURAL",2010,27798
"37123","RURAL",2000,26822
"37125","RURAL",2000,74769
"37125","RURAL",2010,88247
"37127","RALEIGH, NC",2000,87420
"37127","RALEIGH, NC",2010,95840
"37129","WILMINGTON, NC",2000,160307
"37129","WILMINGTON, NC",2010,202667
"37131","RURAL",2010,22099
"37131","RURAL",2000,22086
"37133","JACKSONVILLE, NC",2010,177772
"37133","JACKSONVILLE, NC",2000,150355
"37135","RALEIGH, NC",2000,118227
"37135","RALEIGH, NC",2010,133801
"37137","RURAL",2010,13144
"37137","RURAL",2000,12934
"37139","RURAL",2010,40661
"37139","RURAL",2000,34897
"37141","RURAL",2010,52217
"37141","RURAL",2000,41082
"37143","RURAL",2000,11368
"37143","RURAL",2010,13453
"37145","RURAL",2000,35623
"37145","RURAL",2010,39464
"37147","GREENVILLE, NC",2000,133798
"37147","GREENVILLE, NC",2010,168148
"37149","RURAL",2000,18324
"37149","RURAL",2010,20510
"37151","GREENSBORO, NC",2010,141752
"37151","GREENSBORO, NC",2000,130454
"37153","RURAL",2010,46639
"37153","RURAL",2000,46564
"37155","RURAL",2000,123339
"37155","RURAL",2010,134168
"37157","RURAL",2010,93643
"37157","RURAL",2000,91928
"37159","CHARLOTTE, NC",2000,130340
"37159","CHARLOTTE, NC",2010,138428
"37161","RURAL",2010,67810
"37161","RURAL",2000,62899
"37163","RURAL",2010,63431
"37163","RURAL",2000,60161
"37165","RURAL",2010,36157
"37165","RURAL",2000,35998
"37167","RURAL",2010,60585
"37167","RURAL",2000,58100
"37169","GREENSBORO, NC",2010,47401
"37169","GREENSBORO, NC",2000,44711
"37171","RURAL",2010,73673
"37171","RURAL",2000,71219
"37173","RURAL",2010,13981
"37173","RURAL",2000,12968
"37175","RURAL",2010,33090
"37175","RURAL",2000,29334
"37177","RURAL",2010,4407
"37177","RURAL",2000,4149
"37179","CHARLOTTE, NC",2000,123677
"37179","CHARLOTTE, NC",2010,201292
"37181","RURAL",2010,45422
"37181","RURAL",2000,42954
"37183","RALEIGH, NC",2010,900993
"37183","RALEIGH, NC",2000,627846
"37185","RURAL",2000,19972
"37185","RURAL",2010,20972
"37187","RURAL",2010,13228
"37187","RURAL",2000,13723
"37189","RURAL",2000,42695
"37189","RURAL",2010,51079
"37191","GOLDSBORO, NC",2000,113329
"37191","GOLDSBORO, NC",2010,122623
"37193","RURAL",2000,65632
"37193","RURAL",2010,69340
"37195","RURAL",2010,81234
"37195","RURAL",2000,73814
"37197","GREENSBORO, NC",2000,36348
"37197","GREENSBORO, NC",2010,38406
"37199","RURAL",2000,17774
"37199","RURAL",2010,17818
"38001","RURAL",2010,2343
"38001","RURAL",2000,2593
"38003","RURAL",2000,11775
"38003","RURAL",2010,11066
"38005","RURAL",2010,6660
"38005","RURAL",2000,6964
"38007","RURAL",2010,783
"38007","RURAL",2000,888
"38009","RURAL",2000,7149
"38009","RURAL",2010,6429
"38011","RURAL",2000,3242
"38011","RURAL",2010,3151
"38013","RURAL",2000,2242
"38013","RURAL",2010,1968
"38015","BISMARCK, ND",2010,81308
"38015","BISMARCK, ND",2000,69416
"38017","FARGO, ND",2010,149778
"38017","FARGO, ND",2000,123138
"38019","RURAL",2000,4831
"38019","RURAL",2010,3993
"38021","RURAL",2000,5757
"38021","RURAL",2010,5289
"38023","RURAL",2010,2071
"38023","RURAL",2000,2283
"38025","RURAL",2010,3536
"38025","RURAL",2000,3600
"38027","RURAL",2000,2757
"38027","RURAL",2010,2385
"38029","RURAL",2010,3550
"38029","RURAL",2000,4331
"38031","RURAL",2010,3343
"38031","RURAL",2000,3759
"38033","RURAL",2010,1680
"38033","RURAL",2000,1924
"38035","GRAND FORKS, ND",2000,66109
"38035","GRAND FORKS, ND",2010,66861
"38037","RURAL",2000,2841
"38037","RURAL",2010,2394
"38039","RURAL",2010,2420
"38039","RURAL",2000,2754
"38041","RURAL",2010,2477
"38041","RURAL",2000,2715
"38043","RURAL",2010,2435
"38043","RURAL",2000,2753
"38045","RURAL",2000,4701
"38045","RURAL",2010,4139
"38047","RURAL",2010,1990
"38047","RURAL",2000,2308
"38049","RURAL",2000,5987
"38049","RURAL",2010,5395
"38051","RURAL",2010,2809
"38051","RURAL",2000,3390
"38053","RURAL",2010,6360
"38053","RURAL",2000,5737
"38055","RURAL",2010,8962
"38055","RURAL",2000,9311
"38057","RURAL",2010,8424
