"fips","MSA","year","population"
"24025","WASHINGTON, DC",2000,218590
"24025","WASHINGTON, DC",2010,244826
"24027","WASHINGTON, DC",2010,287085
"24027","WASHINGTON, DC",2000,247842
"24029","RURAL",2010,20197
"24029","RURAL",2000,19197
"24031","WASHINGTON, DC",2010,971777
"24031","WASHINGTON, DC",2000,873341
"24033","WASHINGTON, DC",2010,863420
"24033","WASHINGTON, DC",2000,801515
"24035","WASHINGTON, DC",2010,47798
"24035","WASHINGTON, DC",2000,40563
"24037","RURAL",2000,86211
"24037","RURAL",2010,105151
"24039","RURAL",2010,26470
"24039","RURAL",2000,24747
"24041","RURAL",2010,37782
"24041","RURAL",2000,33812
"24043","WASHINGTON, DC",2010,147430
"24043","WASHINGTON, DC",2000,131923
"24045","RURAL",2010,98733
"24045","RURAL",2000,84644
"24047","RURAL",2000,46543
"24047","RURAL",2010,51454
"24510","WASHINGTON, DC",2000,651154
"24510","WASHINGTON, DC",2010,620961
"25001","HYANNIS, MA",2000,222230
"25001","HYANNIS, MA",2010,215888
"25003","PITTSFIELD, MA",2000,134953
"25003","PITTSFIELD, MA",2010,131219
"25005","BOSTON, MA",2010,548285
"25005","BOSTON, MA",2000,534678
"25007","RURAL",2000,14987
"25007","RURAL",2010,16535
"25009","BOSTON, MA",2010,743159
"25009","BOSTON, MA",2000,723419
"25011","RURAL",2010,71372
"25011","RURAL",2000,71535
"25013","SPRINGFIELD, MA",2010,463490
"25013","SPRINGFIELD, MA",2000,456228
"25015","SPRINGFIELD, MA",2000,152251
"25015","SPRINGFIELD, MA",2010,158080
"25017","BOSTON, MA",2010,1503085
"25017","BOSTON, MA",2000,1465396
"25019","RURAL",2010,10172
"25019","RURAL",2000,9520
"25021","BOSTON, MA",2010,670850
"25021","BOSTON, MA",2000,650308
"25023","BOSTON, MA",2010,494919
"25023","BOSTON, MA",2000,472822
"25025","BOSTON, MA",2000,689807
"25025","BOSTON, MA",2010,722023
"25027","BOSTON, MA",2010,798552
"25027","BOSTON, MA",2000,750963
"26001","RURAL",2000,11719
"26001","RURAL",2010,10942
"26003","RURAL",2000,9862
"26003","RURAL",2010,9601
"26005","GRAND RAPIDS, MI",2010,111408
"26005","GRAND RAPIDS, MI",2000,105665
"26007","RURAL",2010,29598
"26007","RURAL",2000,31314
"26009","RURAL",2010,23580
"26009","RURAL",2000,23110
"26011","RURAL",2010,15899
"26011","RURAL",2000,17269
"26013","RURAL",2000,8746
"26013","RURAL",2010,8860
"26015","RURAL",2010,59173
"26015","RURAL",2000,56755
"26017","MIDLAND, MI",2010,107771
"26017","MIDLAND, MI",2000,110157
"26019","RURAL",2010,17525
"26019","RURAL",2000,15998
"26021","BENTON HARBOR, MI",2000,162453
"26021","BENTON HARBOR, MI",2010,156813
"26023","RURAL",2010,45248
"26023","RURAL",2000,45787
"26025","KALAMAZOO, MI",2010,136146
"26025","KALAMAZOO, MI",2000,137985
"26027","RURAL",2000,51104
"26027","RURAL",2010,52293
"26029","RURAL",2010,25949
"26029","RURAL",2000,26090
"26031","RURAL",2000,26448
"26031","RURAL",2010,26152
"26033","RURAL",2010,38520
"26033","RURAL",2000,38543
"26035","RURAL",2010,30926
"26035","RURAL",2000,31252
"26037","LANSING, MI",2000,64753
"26037","LANSING, MI",2010,75382
"26039","RURAL",2000,14273
"26039","RURAL",2010,14074
"26041","RURAL",2010,37069
"26041","RURAL",2000,38520
"26043","RURAL",2010,26168
"26043","RURAL",2000,27472
"26045","LANSING, MI",2010,107759
"26045","LANSING, MI",2000,103655
"26047","RURAL",2010,32694
"26047","RURAL",2000,31437
"26049","DETROIT, MI",2000,436141
"26049","DETROIT, MI",2010,425790
"26051","RURAL",2010,25692
"26051","RURAL",2000,26023
"26053","RURAL",2000,17370
"26053","RURAL",2010,16427
"26055","RURAL",2000,77654
"26055","RURAL",2010,86986
"26057","RURAL",2000,42285
"26057","RURAL",2010,42476
"26059","RURAL",2010,46688
"26059","RURAL",2000,46527
"26061","RURAL",2010,36628
"26061","RURAL",2000,36016
"26063","RURAL",2010,33118
"26063","RURAL",2000,36079
"26065","LANSING, MI",2010,280895
"26065","LANSING, MI",2000,279320
"26067","RURAL",2010,63905
"26067","RURAL",2000,61518
"26069","RURAL",2010,25887
"26069","RURAL",2000,27339
"26071","RURAL",2010,11817
"26071","RURAL",2000,13138
"26073","RURAL",2010,70311
"26073","RURAL",2000,63351
"26075","JACKSON, MI",2010,160248
"26075","JACKSON, MI",2000,158422
"26077","KALAMAZOO, MI",2010,250331
"26077","KALAMAZOO, MI",2000,238603
"26079","RURAL",2000,16571
"26079","RURAL",2010,17153
"26081","GRAND RAPIDS, MI",2010,602622
"26081","GRAND RAPIDS, MI",2000,574335
"26083","RURAL",2010,2156
"26083","RURAL",2000,2301
"26085","RURAL",2010,11539
"26085","RURAL",2000,11333
"26087","DETROIT, MI",2010,88319
"26087","DETROIT, MI",2000,87904
"26089","RURAL",2000,21119
"26089","RURAL",2010,21708
"26091","DETROIT, MI",2010,99892
"26091","DETROIT, MI",2000,98890
"26093","DETROIT, MI",2000,156951
"26093","DETROIT, MI",2010,180967
"26095","RURAL",2000,7024
"26095","RURAL",2010,6631
"26097","RURAL",2010,11113
"26097","RURAL",2000,11943
"26099","DETROIT, MI",2000,788149
"26099","DETROIT, MI",2010,840978
"26101","RURAL",2010,24733
"26101","RURAL",2000,24527
"26103","RURAL",2000,64634
"26103","RURAL",2010,67077
"26105","RURAL",2000,28274
"26105","RURAL",2010,28705
"26107","RURAL",2010,42798
"26107","RURAL",2000,40553
"26109","RURAL",2010,24029
"26109","RURAL",2000,25326
"26111","MIDLAND, MI",2010,83629
"26111","MIDLAND, MI",2000,82874
"26113","RURAL",2010,14849
"26113","RURAL",2000,14478
"26115","DETROIT, MI",2000,145945
"26115","DETROIT, MI",2010,152021
"26117","RURAL",2000,61266
"26117","RURAL",2010,63342
"26119","RURAL",2000,10315
"26119","RURAL",2010,9765
"26121","GRAND RAPIDS, MI",2010,172188
"26121","GRAND RAPIDS, MI",2000,170200
"26123","RURAL",2010,48460
"26123","RURAL",2000,47874
"26125","DETROIT, MI",2010,1202362
"26125","DETROIT, MI",2000,1194156
"26127","RURAL",2010,26570
"26127","RURAL",2000,26873
"26129","RURAL",2000,21645
"26129","RURAL",2010,21699
"26131","RURAL",2010,6780
"26131","RURAL",2000,7818
"26133","RURAL",2000,23197
"26133","RURAL",2010,23528
"26135","RURAL",2010,8640
"26135","RURAL",2000,9418
"26137","RURAL",2000,23301
"26137","RURAL",2010,24164
"26139","GRAND RAPIDS, MI",2000,238314
"26139","GRAND RAPIDS, MI",2010,263801
"26141","RURAL",2010,13376
"26141","RURAL",2000,14411
"26143","RURAL",2010,24449
"26143","RURAL",2000,25469
"26145","MIDLAND, MI",2010,200169
"26145","MIDLAND, MI",2000,210039
"26147","DETROIT, MI",2010,163040
"26147","DETROIT, MI",2000,164235
"26149","RURAL",2000,62422
"26149","RURAL",2010,61295
"26151","RURAL",2010,43114
"26151","RURAL",2000,44547
"26153","RURAL",2000,8903
"26153","RURAL",2010,8485
"26155","RURAL",2000,71687
"26155","RURAL",2010,70648
"26157","RURAL",2000,58266
"26157","RURAL",2010,55729
"26159","KALAMAZOO, MI",2000,76263
"26159","KALAMAZOO, MI",2010,76258
"26161","DETROIT, MI",2000,322895
"26161","DETROIT, MI",2010,344791
"26163","DETROIT, MI",2010,1820584
"26163","DETROIT, MI",2000,2061162
"26165","RURAL",2010,32735
"26165","RURAL",2000,30484
"27001","RURAL",2000,15301
"27001","RURAL",2010,16202
"27003","MINNEAPOLIS, MN",2000,298084
"27003","MINNEAPOLIS, MN",2010,330844
"27005","RURAL",2010,32504
"27005","RURAL",2000,30000
"27007","RURAL",2010,44442
"27007","RURAL",2000,39650
"27009","SAINT CLOUD, MN",2010,38451
"27009","SAINT CLOUD, MN",2000,34226
"27011","RURAL",2010,5269
"27011","RURAL",2000,5820
"27013","RURAL",2010,64013
"27013","RURAL",2000,55941
"27015","RURAL",2010,25893
"27015","RURAL",2000,26911
"27017","RURAL",2000,31671
"27017","RURAL",2010,35386
"27019","MINNEAPOLIS, MN",2010,91042
"27019","MINNEAPOLIS, MN",2000,70205
"27021","RURAL",2010,28567
"27021","RURAL",2000,27150
"27023","RURAL",2000,13088
"27023","RURAL",2010,12441
"27025","MINNEAPOLIS, MN",2000,41101
"27025","MINNEAPOLIS, MN",2010,53887
"27027","FARGO, ND",2010,58999
"27027","FARGO, ND",2000,51229
"27029","RURAL",2010,8695
"27029","RURAL",2000,8423
"27031","RURAL",2010,5176
"27031","RURAL",2000,5168
"27033","RURAL",2000,12167
"27033","RURAL",2010,11687
"27035","RURAL",2000,55099
"27035","RURAL",2010,62500
"27037","MINNEAPOLIS, MN",2010,398552
"27037","MINNEAPOLIS, MN",2000,355904
"27039","RURAL",2010,20087
"27039","RURAL",2000,17731
"27041","RURAL",2000,32821
"27041","RURAL",2010,36009
"27043","RURAL",2010,14553
"27043","RURAL",2000,16181
"27045","RURAL",2000,21122
"27045","RURAL",2010,20866
"27047","RURAL",2010,31255
"27047","RURAL",2000,32584
"27049","RURAL",2000,44127
"27049","RURAL",2010,46183
"27051","RURAL",2000,6289
"27051","RURAL",2010,6018
"27053","MINNEAPOLIS, MN",2010,1152425
"27053","MINNEAPOLIS, MN",2000,1116200
"27055","LA CROSSE, WI",2000,19718
"27055","LA CROSSE, WI",2010,19027
"27057","RURAL",2010,20428
"27057","RURAL",2000,18376
"27059","MINNEAPOLIS, MN",2000,31287
"27059","MINNEAPOLIS, MN",2010,37816
"27061","RURAL",2000,43992
"27061","RURAL",2010,45058
"27063","RURAL",2010,10266
"27063","RURAL",2000,11268
"27065","RURAL",2000,14996
"27065","RURAL",2010,16239
"27067","RURAL",2010,42239
"27067","RURAL",2000,41203
"27069","RURAL",2000,5285
"27069","RURAL",2010,4552
"27071","RURAL",2010,13311
"27071","RURAL",2000,14355
"27073","RURAL",2010,7259
"27073","RURAL",2000,8067
"27075","RURAL",2010,10866
"27075","RURAL",2000,11058
"27077","RURAL",2000,4522
"27077","RURAL",2010,4045
"27079","RURAL",2000,25426
"27079","RURAL",2010,27703
"27081","RURAL",2010,5896
"27081","RURAL",2000,6429
"27083","RURAL",2010,25857
"27083","RURAL",2000,25425
"27085","RURAL",2010,36651
"27085","RURAL",2000,34898
"27087","RURAL",2010,5413
"27087","RURAL",2000,5190
"27089","RURAL",2000,10155
"27089","RURAL",2010,9439
"27091","RURAL",2010,20840
"27091","RURAL",2000,21802
"27093","RURAL",2010,23300
"27093","RURAL",2000,22644
"27095","RURAL",2000,22330
"27095","RURAL",2010,26097
"27097","RURAL",2010,33198
"27097","RURAL",2000,31712
"27099","RURAL",2010,39163
"27099","RURAL",2000,38603
"27101","RURAL",2010,8725
"27101","RURAL",2000,9165
"27103","RURAL",2000,29771
"27103","RURAL",2010,32727
"27105","RURAL",2000,20832
"27105","RURAL",2010,21378
"27107","RURAL",2010,6852
"27107","RURAL",2000,7442
"27109","ROCHESTER, MN",2000,124277
"27109","ROCHESTER, MN",2010,144248
"27111","RURAL",2010,57303
"27111","RURAL",2000,57159
"27113","RURAL",2000,13584
"27113","RURAL",2010,13930
"27115","RURAL",2010,29750
"27115","RURAL",2000,26530
"27117","RURAL",2000,9895
"27117","RURAL",2010,9596
"27119","GRAND FORKS, ND",2000,31369
"27119","GRAND FORKS, ND",2010,31600
"27121","RURAL",2010,10995
"27121","RURAL",2000,11236
"27123","MINNEAPOLIS, MN",2010,508640
"27123","MINNEAPOLIS, MN",2000,511035
"27125","RURAL",2010,4089
"27125","RURAL",2000,4299
"27127","RURAL",2010,16059
"27127","RURAL",2000,16815
"27129","RURAL",2000,17154
"27129","RURAL",2010,15730
"27131","RURAL",2000,56665
"27131","RURAL",2010,64142
"27133","RURAL",2010,9687
"27133","RURAL",2000,9721
"27135","RURAL",2010,15629
"27135","RURAL",2000,16338
"27137","DULUTH, MN",2000,200528
"27137","DULUTH, MN",2010,200226
"27139","MINNEAPOLIS, MN",2000,89498
"27139","MINNEAPOLIS, MN",2010,129928
"27141","MINNEAPOLIS, MN",2000,64417
"27141","MINNEAPOLIS, MN",2010,88499
"27143","RURAL",2000,15356
"27143","RURAL",2010,15226
"27145","SAINT CLOUD, MN",2010,150642
"27145","SAINT CLOUD, MN",2000,133166
"27147","RURAL",2000,33680
"27147","RURAL",2010,36576
"27149","RURAL",2010,9726
"27149","RURAL",2000,10053
"27151","RURAL",2000,11956
"27151","RURAL",2010,9783
"27153","RURAL",2010,24895
"27153","RURAL",2000,24426
"27155","RURAL",2010,3558
"27155","RURAL",2000,4134
"27157","RURAL",2000,21610
"27157","RURAL",2010,21676
"27159","RURAL",2010,13843
"27159","RURAL",2000,13713
"27161","RURAL",2010,19136
"27161","RURAL",2000,19526
"27163","MINNEAPOLIS, MN",2010,238136
"27163","MINNEAPOLIS, MN",2000,201130
"27165","RURAL",2000,11876
"27165","RURAL",2010,11211
"27167","RURAL",2000,7138
"27167","RURAL",2010,6576
"27169","RURAL",2000,49985
"27169","RURAL",2010,51461
"27171","MINNEAPOLIS, MN",2000,89986
"27171","MINNEAPOLIS, MN",2010,124700
"27173","RURAL",2010,10438
"27173","RURAL",2000,11080
"28001","RURAL",2010,32297
"28001","RURAL",2000,34340
"28003","RURAL",2000,34558
"28003","RURAL",2010,37057
"28005","RURAL",2010,13131
"28005","RURAL",2000,13599
"28007","RURAL",2000,19661
"28007","RURAL",2010,19564
"28009","RURAL",2000,8026
"28009","RURAL",2010,8729
"28011","RURAL",2010,34145
"28011","RURAL",2000,40633
"28013","RURAL",2000,15069
"28013","RURAL",2010,14962
"28015",NA,2000,10769
"28015",NA,2010,10597
"28017","RURAL",2000,19440
"28017","RURAL",2010,17392
"28019","RURAL",2010,8547
"28019","RURAL",2000,9758
"28021","RURAL",2000,11831
"28021","RURAL",2010,9604
"28023","RURAL",2010,16732
"28023","RURAL",2000,17955
"28025","RURAL",2000,21979
"28025","RURAL",2010,20634
"28027","RURAL",2000,30622
"28027","RURAL",2010,26151
"28029","RURAL",2000,28757
"28029","RURAL",2010,29449
"28031","RURAL",2010,19568
"28031","RURAL",2000,19407
"28033","MEMPHIS, TN",2010,161252
"28033","MEMPHIS, TN",2000,107199
"28035","HATTIESBURG, MS",2010,74934
"28035","HATTIESBURG, MS",2000,72604
"28037","RURAL",2000,8448
"28037","RURAL",2010,8118
"28039","RURAL",2010,22578
"28039","RURAL",2000,19144
"28041","RURAL",2010,14400
"28041","RURAL",2000,13299
"28043","RURAL",2010,21906
"28043","RURAL",2000,23263
"28045","GULFPORT, MS",2000,42967
"28045","GULFPORT, MS",2010,43929
"28047","GULFPORT, MS",2010,187105
"28047","GULFPORT, MS",2000,189601
"28049","JACKSON, MS",2010,245285
"28049","JACKSON, MS",2000,250800
"28051","RURAL",2000,21609
"28051","RURAL",2010,19198
"28053","RURAL",2010,9375
"28053","RURAL",2000,11206
"28055","RURAL",2010,1406
"28055","RURAL",2000,2274
"28057","RURAL",2010,23401
"28057","RURAL",2000,22770
"28059","GULFPORT, MS",2010,139668
"28059","GULFPORT, MS",2000,131420
"28061","RURAL",2000,18149
"28061","RURAL",2010,17062
"28063","RURAL",2000,9740
"28063","RURAL",2010,7726
"28065","RURAL",2000,13962
"28065","RURAL",2010,12487
"28067","RURAL",2010,67761
"28067","RURAL",2000,64958
"28069","RURAL",2010,10456
"28069","RURAL",2000,10453
"28071","RURAL",2000,38744
"28071","RURAL",2010,47351
"28073","HATTIESBURG, MS",2000,39070
"28073","HATTIESBURG, MS",2010,55658
"28075","RURAL",2010,80261
"28075","RURAL",2000,78161
"28077","RURAL",2000,13258
"28077","RURAL",2010,12929
"28079","RURAL",2010,23805
"28079","RURAL",2000,20940
"28081","RURAL",2010,82910
"28081","RURAL",2000,75755
"28083","RURAL",2000,37947
"28083","RURAL",2010,32317
"28085","RURAL",2010,34869
"28085","RURAL",2000,33166
"28087","RURAL",2000,61586
"28087","RURAL",2010,59779
"28089","JACKSON, MS",2010,95203
"28089","JACKSON, MS",2000,74674
"28091","RURAL",2000,25595
"28091","RURAL",2010,27088
"28093","RURAL",2000,34993
"28093","RURAL",2010,37144
"28095","RURAL",2000,38014
"28095","RURAL",2010,36989
"28097","RURAL",2010,10925
"28097","RURAL",2000,12189
"28099","RURAL",2010,29676
"28099","RURAL",2000,28684
"28101","RURAL",2000,21838
"28101","RURAL",2010,21720
"28103","RURAL",2010,11545
"28103","RURAL",2000,12548
"28105","RURAL",2000,42902
"28105","RURAL",2010,47671
"28107","RURAL",2000,34274
"28107","RURAL",2010,34707
"28109","RURAL",2000,48621
"28109","RURAL",2010,55834
"28111","RURAL",2010,12250
"28111","RURAL",2000,12138
"28113","RURAL",2000,38940
"28113","RURAL",2010,40404
"28115","RURAL",2010,29957
"28115","RURAL",2000,26726
"28117","RURAL",2000,25556
"28117","RURAL",2010,25276
"28119","RURAL",2010,8223
"28119","RURAL",2000,10117
"28121","JACKSON, MS",2000,115327
"28121","JACKSON, MS",2010,141617
"28123","RURAL",2010,28264
"28123","RURAL",2000,28423
"28125","RURAL",2010,4916
"28125","RURAL",2000,6580
"28127","RURAL",2010,27503
"28127","RURAL",2000,27639
"28129","RURAL",2000,16182
"28129","RURAL",2010,16491
"28131","RURAL",2010,17786
"28131","RURAL",2000,13622
"28133","RURAL",2010,29450
"28133","RURAL",2000,34369
"28135","RURAL",2000,14903
"28135","RURAL",2010,15378
"28137","RURAL",2000,25370
"28137","RURAL",2010,28886
"28139","RURAL",2010,22232
"28139","RURAL",2000,20826
"28141","RURAL",2010,19593
"28141","RURAL",2000,19163
"28143","RURAL",2000,9227
"28143","RURAL",2010,10778
"28145","RURAL",2010,27134
"28145","RURAL",2000,25362
"28147","RURAL",2010,15443
"28147","RURAL",2000,15156
"28149","RURAL",2000,49644
"28149","RURAL",2010,48773
"28151","RURAL",2010,51137
"28151","RURAL",2000,62977
"28153","RURAL",2010,20747
"28153","RURAL",2000,21216
"28155","RURAL",2000,10294
"28155","RURAL",2010,10253
"28157","RURAL",2000,10312
"28157","RURAL",2010,9878
"28159","RURAL",2000,20160
"28159","RURAL",2010,19198
"28161","RURAL",2010,12678
"28161","RURAL",2000,13051
"28163","RURAL",2000,28149
"28163","RURAL",2010,28065
"29001","RURAL",2000,24977
"29001","RURAL",2010,25607
"29003","SAINT JOSEPH, MO",2010,17291
"29003","SAINT JOSEPH, MO",2000,16492
"29005","RURAL",2000,6430
"29005","RURAL",2010,5685
"29007","RURAL",2000,25853
"29007","RURAL",2010,25529
"29009","RURAL",2000,34010
"29009","RURAL",2010,35597
"29011","RURAL",2000,12541
"29011","RURAL",2010,12402
"29013","RURAL",2000,16653
"29013","RURAL",2010,17049
"29015","RURAL",2010,19056
"29015","RURAL",2000,17180
"29017","RURAL",2010,12363
"29017","RURAL",2000,12029
"29019","COLUMBIA, MO",2000,135454
"29019","COLUMBIA, MO",2010,162642
"29021","SAINT JOSEPH, MO",2010,89201
"29021","SAINT JOSEPH, MO",2000,85998
"29023","RURAL",2000,40867
"29023","RURAL",2010,42794
"29025","RURAL",2010,9424
"29025","RURAL",2000,8969
"29027","RURAL",2000,40766
"29027","RURAL",2010,44332
"29029","RURAL",2010,44002
"29029","RURAL",2000,37051
"29031","RURAL",2010,75674
"29031","RURAL",2000,68693
"29033","RURAL",2010,9295
"29033","RURAL",2000,10285
"29035","RURAL",2010,6265
"29035","RURAL",2000,5941
"29037","KANSAS CITY, MO",2000,82092
"29037","KANSAS CITY, MO",2010,99478
"29039","RURAL",2010,13982
"29039","RURAL",2000,13733
"29041","RURAL",2000,8438
"29041","RURAL",2010,7831
"29043","SPRINGFIELD, MO",2000,54285
"29043","SPRINGFIELD, MO",2010,77422
"29045","RURAL",2010,7139
"29045","RURAL",2000,7416
"29047","KANSAS CITY, MO",2000,184006
"29047","KANSAS CITY, MO",2010,221939
"29049","KANSAS CITY, MO",2010,20743
"29049","KANSAS CITY, MO",2000,18979
"29051","RURAL",2000,71397
"29051","RURAL",2010,75990
"29053","RURAL",2010,17601
"29053","RURAL",2000,16670
"29055","RURAL",2000,22804
"29055","RURAL",2010,24696
"29057","RURAL",2010,7883
"29057","RURAL",2000,7923
"29059","RURAL",2010,16777
"29059","RURAL",2000,15661
"29061","RURAL",2010,8433
"29061","RURAL",2000,8016
"29063","RURAL",2000,11597
"29063","RURAL",2010,12892
"29065","RURAL",2010,15657
"29065","RURAL",2000,14927
"29067","RURAL",2010,13684
"29067","RURAL",2000,13084
"29069","RURAL",2000,33155
"29069","RURAL",2010,31953
"29071","SAINT LOUIS, MO",2000,93807
"29071","SAINT LOUIS, MO",2010,101492
"29073","RURAL",2000,15342
"29073","RURAL",2010,15222
"29075","RURAL",2000,6861
"29075","RURAL",2010,6738
"29077","SPRINGFIELD, MO",2000,240391
"29077","SPRINGFIELD, MO",2010,275174
"29079","RURAL",2000,10432
"29079","RURAL",2010,10261
"29081","RURAL",2010,8957
"29081","RURAL",2000,8850
"29083","RURAL",2010,22272
"29083","RURAL",2000,21997
"29085","RURAL",2000,8940
"29085","RURAL",2010,9627
"29087","RURAL",2010,4912
"29087","RURAL",2000,5351
"29089","RURAL",2010,10144
"29089","RURAL",2000,10212
"29091","RURAL",2010,40400
"29091","RURAL",2000,37238
"29093","RURAL",2010,10630
"29093","RURAL",2000,10697
"29095","KANSAS CITY, MO",2010,674158
"29095","KANSAS CITY, MO",2000,654880
"29097","JOPLIN, MO",2010,117404
"29097","JOPLIN, MO",2000,104686
"29099","SAINT LOUIS, MO",2000,198099
"29099","SAINT LOUIS, MO",2010,218733
"29101","RURAL",2000,48258
"29101","RURAL",2010,52595
"29103","RURAL",2010,4131
"29103","RURAL",2000,4361
"29105","RURAL",2010,35571
"29105","RURAL",2000,32513
"29107","KANSAS CITY, MO",2010,33381
"29107","KANSAS CITY, MO",2000,32960
"29109","JOPLIN, MO",2000,35204
"29109","JOPLIN, MO",2010,38634
"29111","RURAL",2010,10211
"29111","RURAL",2000,10494
"29113","SAINT LOUIS, MO",2000,38944
"29113","SAINT LOUIS, MO",2010,52566
"29115","RURAL",2010,12761
"29115","RURAL",2000,13754
"29117","RURAL",2000,14558
"29117","RURAL",2010,15195
"29119","RURAL",2000,21681
"29119","RURAL",2010,23083
"29121","RURAL",2010,15566
"29121","RURAL",2000,15762
"29123","RURAL",2010,12226
"29123","RURAL",2000,11800
"29125","RURAL",2000,8903
"29125","RURAL",2010,9176
"29127","RURAL",2010,28781
"29127","RURAL",2000,28289
"29129","RURAL",2010,3785
"29129","RURAL",2000,3757
"29131","RURAL",2000,23564
"29131","RURAL",2010,24748
"29133","RURAL",2010,14358
"29133","RURAL",2000,13427
"29135","RURAL",2000,14827
"29135","RURAL",2010,15607
"29137","RURAL",2010,8840
"29137","RURAL",2000,9311
"29139","RURAL",2010,12236
"29139","RURAL",2000,12136
"29141","RURAL",2000,19309
"29141","RURAL",2010,20565
"29143","RURAL",2000,19760
"29143","RURAL",2010,18956
"29145","JOPLIN, MO",2010,58114
"29145","JOPLIN, MO",2000,52636
"29147","RURAL",2000,21912
"29147","RURAL",2010,23370
"29149","RURAL",2000,10344
"29149","RURAL",2010,10881
"29151","RURAL",2010,13878
